"","sigma_s","rew_multi","sigma","rho","reward"
"1916",0.6,5,1.6,1.6,16971.8881278712
"1917",0.6,5,1.7,1.6,16941.9776116288
"1918",0.6,5,1.8,1.6,16916.5981069031
"1919",0.6,5,1.9,1.6,16894.8910938269
"1920",0.6,5,2,1.6,16876.1895276181
"1921",0.6,5,0.1,1.7,21931.386310828
"1922",0.6,5,0.2,1.7,21056.2784080736
"1923",0.6,5,0.3,1.7,20098.1671177589
"1924",0.6,5,0.4,1.7,19208.7787346796
"1925",0.6,5,0.5,1.7,18585.1749064385
"1926",0.6,5,0.6,1.7,18175.4709061998
"1927",0.6,5,0.7,1.7,17891.4654929115
"1928",0.6,5,0.8,1.7,17685.4186150286
"1929",0.6,5,0.9,1.7,17531.3382960564
"1930",0.6,5,1,1.7,17413.4826235103
"1931",0.6,5,1.1,1.7,17321.6282674459
"1932",0.6,5,1.2,1.7,17248.858268517
"1933",0.6,5,1.3,1.7,17190.3622170454
"1934",0.6,5,1.4,1.7,17142.7219723371
"1935",0.6,5,1.5,1.7,17103.4634101344
"1936",0.6,5,1.6,1.7,17070.7657623544
"1937",0.6,5,1.7,1.7,17043.2686209372
"1938",0.6,5,1.8,1.7,17019.9412650699
"1939",0.6,5,1.9,1.7,16999.9926452791
"1940",0.6,5,2,1.7,16982.8083862382
"1941",0.6,5,0.1,1.8,21908.7460766461
"1942",0.6,5,0.2,1.8,21015.8110425105
"1943",0.6,5,0.3,1.8,20040.3760579004
"1944",0.6,5,0.4,1.8,19156.3301962543
"1945",0.6,5,0.5,1.8,18561.3893922175
"1946",0.6,5,0.6,1.8,18178.8328582923
"1947",0.6,5,0.7,1.8,17915.2702378786
"1948",0.6,5,0.8,1.8,17724.4014296443
"1949",0.6,5,0.9,1.8,17581.7948719975
"1950",0.6,5,1,1.8,17472.7862711493
"1951",0.6,5,1.1,1.8,17387.8751720127
"1952",0.6,5,1.2,1.8,17320.639492225
"1953",0.6,5,1.3,1.8,17266.6158680855
"1954",0.6,5,1.4,1.8,17222.6347616007
"1955",0.6,5,1.5,1.8,17186.4034344753
"1956",0.6,5,1.6,1.8,17156.2356228082
"1957",0.6,5,1.7,1.8,17130.8721214493
"1958",0.6,5,1.8,1.8,17109.3593735654
"1959",0.6,5,1.9,1.8,17090.9658867083
"1960",0.6,5,2,1.8,17075.1237737421
"1961",0.6,5,0.1,1.9,21885.3733317114
"1962",0.6,5,0.2,1.9,20973.2839592522
"1963",0.6,5,0.3,1.9,19979.8014787469
"1964",0.6,5,0.4,1.9,19102.5832054763
"1965",0.6,5,0.5,1.9,18536.6555214334
"1966",0.6,5,0.6,1.9,18179.5532641241
"1967",0.6,5,0.7,1.9,17934.4974644356
"1968",0.6,5,0.8,1.9,17757.1560390972
"1969",0.6,5,0.9,1.9,17624.7012403751
"1970",0.6,5,1,1.9,17523.4928770383
"1971",0.6,5,1.1,1.9,17444.6929580192
"1972",0.6,5,1.2,1.9,17382.3243907333
"1973",0.6,5,1.3,1.9,17332.2326380729
"1974",0.6,5,1.4,1.9,17291.4680896731
"1975",0.6,5,1.5,1.9,17257.8979310321
"1976",0.6,5,1.6,1.9,17229.9542575413
"1977",0.6,5,1.7,1.9,17206.4668212674
"1978",0.6,5,1.8,1.9,17186.5498517795
"1979",0.6,5,1.9,1.9,17169.5241604329
"1980",0.6,5,2,1.9,17154.862682293
"1981",0.6,5,0.1,2,21861.4774507997
"1982",0.6,5,0.2,2,20929.1178242751
"1983",0.6,5,0.3,2,19917.2231206847
"1984",0.6,5,0.4,2,19048.6666559413
"1985",0.6,5,0.5,2,18511.8900962324
"1986",0.6,5,0.6,2,18178.4597821858
"1987",0.6,5,0.7,2,17950.046579535
"1988",0.6,5,0.8,2,17784.6936911051
"1989",0.6,5,0.9,2,17661.1755751416
"1990",0.6,5,1,2,17566.8116379752
"1991",0.6,5,1.1,2,17493.3655421191
"1992",0.6,5,1.2,2,17435.2576426544
"1993",0.6,5,1.3,2,17388.6066839334
"1994",0.6,5,1.4,2,17350.6566430946
"1995",0.6,5,1.5,2,17319.4150458293
"1996",0.6,5,1.6,2,17293.4176686806
"1997",0.6,5,1.7,2,17271.5721095205
"1998",0.6,5,1.8,2,17253.0518836828
"1999",0.6,5,1.9,2,17237.2235340099
"2000",0.6,5,2,2,17223.5956839445
"2001",0.6,10,0.1,0.1,21903.9985621455
"2002",0.6,10,0.2,0.1,20803.1922356907
"2003",0.6,10,0.3,0.1,19599.7437437109
"2004",0.6,10,0.4,0.1,18323.2172148579
"2005",0.6,10,0.5,0.1,17110.6507786265
"2006",0.6,10,0.6,0.1,16083.255240211
"2007",0.6,10,0.7,0.1,15267.5609198385
"2008",0.6,10,0.8,0.1,14637.2310906411
"2009",0.6,10,0.9,0.1,14152.7737893797
"2010",0.6,10,1,0.1,13778.3418926115
"2011",0.6,10,1.1,0.1,13485.8519913036
"2012",0.6,10,1.2,0.1,13254.4878722394
"2013",0.6,10,1.3,0.1,13069.1057610532
"2014",0.6,10,1.4,0.1,12918.7093002188
"2015",0.6,10,1.5,0.1,12795.2642699888
"2016",0.6,10,1.6,0.1,12692.8418716644
"2017",0.6,10,1.7,0.1,12607.0160221936
"2018",0.6,10,1.8,0.1,12534.4423997577
"2019",0.6,10,1.9,0.1,12472.5637286938
"2020",0.6,10,2,0.1,12419.4019470943
"2021",0.6,10,0.1,0.2,21944.7730203278
"2022",0.6,10,0.2,0.2,20907.6768992264
"2023",0.6,10,0.3,0.2,19770.6949097049
"2024",0.6,10,0.4,0.2,18561.6519486407
"2025",0.6,10,0.5,0.2,17410.3913969714
"2026",0.6,10,0.6,0.2,16431.7369609159
"2027",0.6,10,0.7,0.2,15651.8087608661
"2028",0.6,10,0.8,0.2,15046.8496092402
"2029",0.6,10,0.9,0.2,14580.2981878928
"2030",0.6,10,1,0.2,14218.6363121505
"2031",0.6,10,1.1,0.2,13935.4156626632
"2032",0.6,10,1.2,0.2,13710.9169133109
"2033",0.6,10,1.3,0.2,13530.724165913
"2034",0.6,10,1.4,0.2,13384.3267917609
"2035",0.6,10,1.5,0.2,13264.019101619
"2036",0.6,10,1.6,0.2,13164.0982911521
"2037",0.6,10,1.7,0.2,13080.296569094
"2038",0.6,10,1.8,0.2,13009.3824986549
"2039",0.6,10,1.9,0.2,12948.8807155383
"2040",0.6,10,2,0.2,12896.8735760655
"2041",0.6,10,0.1,0.3,21978.3747961132
"2042",0.6,10,0.2,0.3,20995.9210630306
"2043",0.6,10,0.3,0.3,19916.6010184869
"2044",0.6,10,0.4,0.3,18767.1216540891
"2045",0.6,10,0.5,0.3,17672.6163400027
"2046",0.6,10,0.6,0.3,16741.9971885995
"2047",0.6,10,0.7,0.3,15999.4920675616
"2048",0.6,10,0.8,0.3,15422.4908873785
"2049",0.6,10,0.9,0.3,14976.5570892265
"2050",0.6,10,1,0.3,14630.1578972802
"2051",0.6,10,1.1,0.3,14358.3750096601
"2052",0.6,10,1.2,0.3,14142.5838899062
"2053",0.6,10,1.3,0.3,13969.1317408826
"2054",0.6,10,1.4,0.3,13828.0378125379
"2055",0.6,10,1.5,0.3,13711.9669607431
"2056",0.6,10,1.6,0.3,13615.4786992376
"2057",0.6,10,1.7,0.3,13534.4936476711
"2058",0.6,10,1.8,0.3,13465.9177618039
"2059",0.6,10,1.9,0.3,13407.3773792109
"2060",0.6,10,2,0.3,13357.0312306971
"2061",0.6,10,0.1,0.4,22005.0970895656
"2062",0.6,10,0.2,0.4,21068.574209718
"2063",0.6,10,0.3,0.4,20038.2336375096
"2064",0.6,10,0.4,0.4,18940.4345853388
"2065",0.6,10,0.5,0.4,17897.9155348123
"2066",0.6,10,0.6,0.4,17014.076895054
"2067",0.6,10,0.7,0.4,16309.9177150752
"2068",0.6,10,0.8,0.4,15762.7175483166
"2069",0.6,10,0.9,0.4,15339.4538172695
"2070",0.6,10,1,0.4,15010.2621564221
"2071",0.6,10,1.1,0.4,14751.6426673747
"2072",0.6,10,1.2,0.4,14546.046406186
"2073",0.6,10,1.3,0.4,14380.6010982246
"2074",0.6,10,1.4,0.4,14245.8847817599
"2075",0.6,10,1.5,0.4,14134.9627571286
"2076",0.6,10,1.6,0.4,14042.6838376571
"2077",0.6,10,1.7,0.4,13965.1800465156
"2078",0.6,10,1.8,0.4,13899.5138084544
"2079",0.6,10,1.9,0.4,13843.4287971695
"2080",0.6,10,2,0.4,13795.1728717136
"2081",0.6,10,0.1,0.5,22025.3090351607
"2082",0.6,10,0.2,0.5,21126.468323
"2083",0.6,10,0.3,0.5,20136.7010670367
"2084",0.6,10,0.4,0.5,19082.9346792494
"2085",0.6,10,0.5,0.5,18087.6641308268
"2086",0.6,10,0.6,0.5,17249.0191878128
"2087",0.6,10,0.7,0.5,16583.5274373408
"2088",0.6,10,0.8,0.5,16067.2865009595
"2089",0.6,10,0.9,0.5,15668.099189877
"2090",0.6,10,1,0.5,15357.5005437345
"2091",0.6,10,1.1,0.5,15113.3041537012
"2092",0.6,10,1.2,0.5,14919.0076985725
"2093",0.6,10,1.3,0.5,14762.5228222808
"2094",0.6,10,1.4,0.5,14635.001826542
"2095",0.6,10,1.5,0.5,14529.9289956528
"2096",0.6,10,1.6,0.5,14442.4602973715
"2097",0.6,10,1.7,0.5,14368.9549750672
"2098",0.6,10,1.8,0.5,14306.6453988878
"2099",0.6,10,1.9,0.5,14253.4038435458
"2100",0.6,10,2,0.5,14207.576628293
"2101",0.6,10,0.1,0.6,22039.4398756395
"2102",0.6,10,0.2,0.6,21170.5775218167
"2103",0.6,10,0.3,0.6,20213.3820625761
"2104",0.6,10,0.4,0.6,19196.4102203569
"2105",0.6,10,0.5,0.6,18243.8970818905
"2106",0.6,10,0.6,0.6,17448.7126685693
"2107",0.6,10,0.7,0.6,16821.7320398953
"2108",0.6,10,0.8,0.6,16336.9964522581
"2109",0.6,10,0.9,0.6,15962.6848651949
"2110",0.6,10,1,0.6,15671.5235917166
"2111",0.6,10,1.1,0.6,15442.5499847749
"2112",0.6,10,1.2,0.6,15260.2749222471
"2113",0.6,10,1.3,0.6,15113.3865684085
"2114",0.6,10,1.4,0.6,14993.6154464343
"2115",0.6,10,1.5,0.6,14894.8731181639
"2116",0.6,10,1.6,0.6,14812.6320649924
"2117",0.6,10,1.7,0.6,14743.487735267
"2118",0.6,10,1.8,0.6,14684.8504959707
"2119",0.6,10,1.9,0.6,14634.7281950846
"2120",0.6,10,2,0.6,14591.5715426621
"2121",0.6,10,0.1,0.7,22047.9619639555
"2122",0.6,10,0.2,0.7,21201.9759307634
"2123",0.6,10,0.3,0.7,20269.8555470763
"2124",0.6,10,0.4,0.7,19282.9934402867
"2125",0.6,10,0.5,0.7,18369.1666251337
"2126",0.6,10,0.6,0.7,17615.7070959494
"2127",0.6,10,0.7,0.7,17026.7078121311
"2128",0.6,10,0.8,0.7,16573.4886860038
"2129",0.6,10,0.9,0.7,16224.3022677665
"2130",0.6,10,1,0.7,15952.9232849252
"2131",0.6,10,1.1,0.7,15739.541996281
"2132",0.6,10,1.2,0.7,15569.6477354246
"2133",0.6,10,1.3,0.7,15432.6894588781
"2134",0.6,10,1.4,0.7,15320.9701758245
"2135",0.6,10,1.5,0.7,15228.8280762066
"2136",0.6,10,1.6,0.7,15152.0539334306
"2137",0.6,10,1.7,0.7,15087.4821919221
"2138",0.6,10,1.8,0.7,15032.7042872747
"2139",0.6,10,1.9,0.7,14985.8666322556
"2140",0.6,10,2,0.7,14945.5270767488
"2141",0.6,10,0.1,0.8,22051.3739640898
"2142",0.6,10,0.2,0.8,21221.7965807547
"2143",0.6,10,0.3,0.8,20307.8315620702
"2144",0.6,10,0.4,0.8,19345.0589658945
"2145",0.6,10,0.5,0.8,18466.3940539182
"2146",0.6,10,0.6,0.8,17753.0183546816
"2147",0.6,10,0.7,0.8,17201.177728889
"2148",0.6,10,0.8,0.8,16779.0269958407
"2149",0.6,10,0.9,0.8,16454.7340022774
"2150",0.6,10,1,0.8,16203.0411441591
"2151",0.6,10,1.1,0.8,16005.2391539995
"2152",0.6,10,1.2,0.8,15847.7609768241
"2153",0.6,10,1.3,0.8,15720.7940249452
"2154",0.6,10,1.4,0.8,15617.2000099316
"2155",0.6,10,1.5,0.8,15531.7355324804
"2156",0.6,10,1.6,0.8,15460.5049396119
"2157",0.6,10,1.7,0.8,15400.5791018025
"2158",0.6,10,1.8,0.8,15349.729248331
"2159",0.6,10,1.9,0.8,15306.2398480361
"2160",0.6,10,2,0.8,15268.7758240528
"2161",0.6,10,0.1,0.9,22050.1853640536
"2162",0.6,10,0.2,0.9,21231.1936644727
"2163",0.6,10,0.3,0.9,20329.0876777131
"2164",0.6,10,0.4,0.9,19385.1276803215
"2165",0.6,10,0.5,0.9,18538.7256610132
"2166",0.6,10,0.6,0.9,17863.9379994945
"2167",0.6,10,0.7,0.9,17348.197732322
"2168",0.6,10,0.8,0.9,16956.280049546
"2169",0.6,10,0.9,0.9,16656.2423287894
"2170",0.6,10,1,0.9,16423.7668759314
"2171",0.6,10,1.1,0.9,16241.2074446152
"2172",0.6,10,1.2,0.9,16095.9054959006
"2173",0.6,10,1.3,0.9,15978.7591109043
"2174",0.6,10,1.4,0.9,15883.1683389363
"2175",0.6,10,1.5,0.9,15804.2937813909
"2176",0.6,10,1.6,0.9,15738.5433043842
"2177",0.6,10,1.7,0.9,15683.2172094842
"2178",0.6,10,1.8,0.9,15636.2616383032
"2179",0.6,10,1.9,0.9,15596.0956878868
"2180",0.6,10,2,0.9,15561.4889282806
"2181",0.6,10,0.1,1,22044.9030634975
"2182",0.6,10,0.2,1,21231.3098246136
"2183",0.6,10,0.3,1,20335.4137744965
"2184",0.6,10,0.4,1,19405.7807460288
"2185",0.6,10,0.5,1,18589.4004625121
"2186",0.6,10,0.6,1,17951.8596178348
"2187",0.6,10,0.7,1,17470.9640497893
"2188",0.6,10,0.8,1,17108.1242417866
"2189",0.6,10,0.9,1,16831.3739386379
"2190",0.6,10,1,1,16617.3475437059
"2191",0.6,10,1.1,1,16449.4342487134
"2192",0.6,10,1.2,1,16315.8478025956
"2193",0.6,10,1.3,1,16208.1645470465
"2194",0.6,10,1.4,1,16120.2972521006
"2195",0.6,10,1.5,1,16047.7912487351
"2196",0.6,10,1.6,1,15987.3436963716
"2197",0.6,10,1.7,1,15936.4738710511
"2198",0.6,10,1.8,1,15893.2951158122
"2199",0.6,10,1.9,1,15856.3554289933
"2200",0.6,10,2,1,15824.524735111
"2201",0.6,10,0.1,1.1,22036.0204317075
"2202",0.6,10,0.2,1.1,21223.2494514409
"2203",0.6,10,0.3,1.1,20328.5667632432
"2204",0.6,10,0.4,1.1,19409.5866301068
"2205",0.6,10,0.5,1.1,18621.634817702
"2206",0.6,10,0.6,1.1,18020.1306054772
"2207",0.6,10,0.7,1.1,17572.652164436
"2208",0.6,10,0.8,1.1,17237.4786900013
"2209",0.6,10,0.9,1.1,16982.7935971866
"2210",0.6,10,1,1.1,16786.2207760176
"2211",0.6,10,1.1,1.1,16632.1616289719
"2212",0.6,10,1.2,1.1,16509.6637920625
"2213",0.6,10,1.3,1.1,16410.9455497038
"2214",0.6,10,1.4,1.1,16330.402755233
"2215",0.6,10,1.5,1.1,16263.9425952673
"2216",0.6,10,1.6,1.1,16208.5342389424
"2217",0.6,10,1.7,1.1,16161.9029482504
"2218",0.6,10,1.8,1.1,16122.3194836963
"2219",0.6,10,1.9,1.1,16088.4533277996
"2220",0.6,10,2,1.1,16059.2690894705
"2221",0.6,10,0.1,1.2,22024.0089109361
"2222",0.6,10,0.2,1.2,21208.0583130768
"2223",0.6,10,0.3,1.2,20310.2356147611
"2224",0.6,10,0.4,1.2,19399.0422513862
"2225",0.6,10,0.5,1.2,18638.5267442508
"2226",0.6,10,0.6,1.2,18071.9342455457
"2227",0.6,10,0.7,1.2,17656.2926683495
"2228",0.6,10,0.8,1.2,17347.1777335538
"2229",0.6,10,0.9,1.2,17113.1526817487
"2230",0.6,10,1,1.2,16932.8790908251
"2231",0.6,10,1.1,1.2,16791.7467824969
"2232",0.6,10,1.2,1.2,16679.5959201079
"2233",0.6,10,1.3,1.2,16589.2472381577
"2234",0.6,10,1.4,1.2,16515.547173867
"2235",0.6,10,1.5,1.2,16454.7394526818
"2236",0.6,10,1.6,1.2,16404.0459326473
"2237",0.6,10,1.7,1.2,16361.383193091
"2238",0.6,10,1.8,1.2,16325.1682494591
"2239",0.6,10,1.9,1.2,16294.1835218835
"2240",0.6,10,2,1.2,16267.4817075231
"2241",0.6,10,0.1,1.3,22009.3120011628
"2242",0.6,10,0.2,1.3,21186.7093075116
"2243",0.6,10,0.3,1.3,20282.0161445962
"2244",0.6,10,0.4,1.3,19376.5279987081
"2245",0.6,10,0.5,1.3,18642.9808396355
"2246",0.6,10,0.6,1.3,18110.2036350534
"2247",0.6,10,0.7,1.3,17724.6845248244
"2248",0.6,10,0.8,1.3,17439.8810350333
"2249",0.6,10,0.9,1.3,17224.9932499761
"2250",0.6,10,1,1.3,17059.7670406983
"2251",0.6,10,1.1,1.3,16930.5525974417
"2252",0.6,10,1.2,1.3,16827.9379776222
"2253",0.6,10,1.3,1.3,16745.3045165408
"2254",0.6,10,1.4,1.3,16677.914958502
"2255",0.6,10,1.5,1.3,16622.3228474633
"2256",0.6,10,1.6,1.3,16575.9822711588
"2257",0.6,10,1.7,1.3,16536.9855223482
"2258",0.6,10,1.8,1.3,16503.8839361159
"2259",0.6,10,1.9,1.3,16475.5636833341
"2260",0.6,10,2,1.3,16451.1584216505
"2261",0.6,10,0.1,1.4,21992.3413163088
"2262",0.6,10,0.2,1.4,21160.0937434273
"2263",0.6,10,0.3,1.4,20245.3943877446
"2264",0.6,10,0.4,1.4,19344.2754041569
"2265",0.6,10,0.5,1.4,18637.6533446238
"2266",0.6,10,0.6,1.4,18137.5662584661
"2267",0.6,10,0.7,1.4,17780.342688688
"2268",0.6,10,0.8,1.4,17518.0176331306
"2269",0.6,10,0.9,1.4,17320.6844999465
"2270",0.6,10,1,1.4,17169.2090624253
"2271",0.6,10,1.1,1.4,17050.8673564328
"2272",0.6,10,1.2,1.4,16956.9476283078
"2273",0.6,10,1.3,1.4,16881.3485028305
"2274",0.6,10,1.4,1.4,16819.7139705955
"2275",0.6,10,1.5,1.4,16768.8801706303
"2276",0.6,10,1.6,1.4,16726.5125826715
"2277",0.6,10,1.7,1.4,16690.863296277
"2278",0.6,10,1.8,1.4,16660.6057617908
"2279",0.6,10,1.9,1.4,16634.7204795763
"2280",0.6,10,2,1.4,16612.4147356994
"2281",0.6,10,0.1,1.5,21973.4743400418
"2282",0.6,10,0.2,1.5,21129.0173300099
"2283",0.6,10,0.3,1.5,20201.737090941
"2284",0.6,10,0.4,1.5,19304.3456731242
"2285",0.6,10,0.5,1.5,18624.9159831872
"2286",0.6,10,0.6,1.5,18156.3159754623
"2287",0.6,10,0.7,1.5,17825.4747421476
"2288",0.6,10,0.8,1.5,17583.7581335641
"2289",0.6,10,0.9,1.5,17402.3863489801
"2290",0.6,10,1,1.5,17263.3636756646
"2291",0.6,10,1.1,1.5,17154.850217547
"2292",0.6,10,1.2,1.5,17068.7842715541
"2293",0.6,10,1.3,1.5,16999.5379017824
"2294",0.6,10,1.4,1.5,16943.1013782501
"2295",0.6,10,1.5,1.5,16896.5664580749
"2296",0.6,10,1.6,1.5,16857.7894118572
"2297",0.6,10,1.7,1.5,16825.1663932788
"2298",0.6,10,1.8,1.5,16797.4808935135
"2299",0.6,10,1.9,1.5,16773.7984073413
"2300",0.6,10,2,1.5,16753.3925710727
"2301",0.6,10,0.1,1.6,21953.0535113064
"2302",0.6,10,0.2,1.6,21094.1999635629
"2303",0.6,10,0.3,1.6,20152.2877960532
"2304",0.6,10,0.4,1.6,19258.6170167238
"2305",0.6,10,0.5,1.6,18606.8366742962
"2306",0.6,10,0.6,1.6,18168.4078855477
"2307",0.6,10,0.7,1.6,17861.9801292782
"2308",0.6,10,0.8,1.6,17639.008435586
"2309",0.6,10,0.9,1.6,17472.0340914095
"2310",0.6,10,1,1.6,17344.1987557791
"2311",0.6,10,1.1,1.6,17244.4979603893
"2312",0.6,10,1.2,1.6,17165.4684126314
"2313",0.6,10,1.3,1.6,17101.9121159656
"2314",0.6,10,1.4,1.6,17050.1314878762
"2315",0.6,10,1.5,1.6,17007.4477683878
"2316",0.6,10,1.6,1.6,16971.8881278712
"2317",0.6,10,1.7,1.6,16941.9776116288
"2318",0.6,10,1.8,1.6,16916.5981069031
"2319",0.6,10,1.9,1.6,16894.8910938269
"2320",0.6,10,2,1.6,16876.1895276181
"2321",0.6,10,0.1,1.7,21931.386310828
"2322",0.6,10,0.2,1.7,21056.2784080736
"2323",0.6,10,0.3,1.7,20098.1671177589
"2324",0.6,10,0.4,1.7,19208.7787346796
"2325",0.6,10,0.5,1.7,18585.1749064385
"2326",0.6,10,0.6,1.7,18175.4709061998
"2327",0.6,10,0.7,1.7,17891.4654929115
"2328",0.6,10,0.8,1.7,17685.4186150286
"2329",0.6,10,0.9,1.7,17531.3382960564
"2330",0.6,10,1,1.7,17413.4826235103
"2331",0.6,10,1.1,1.7,17321.6282674459
"2332",0.6,10,1.2,1.7,17248.858268517
"2333",0.6,10,1.3,1.7,17190.3622170454
"2334",0.6,10,1.4,1.7,17142.7219723371
"2335",0.6,10,1.5,1.7,17103.4634101344
"2336",0.6,10,1.6,1.7,17070.7657623544
"2337",0.6,10,1.7,1.7,17043.2686209372
"2338",0.6,10,1.8,1.7,17019.9412650699
"2339",0.6,10,1.9,1.7,16999.9926452791
"2340",0.6,10,2,1.7,16982.8083862382
"2341",0.6,10,0.1,1.8,21908.7460766461
"2342",0.6,10,0.2,1.8,21015.8110425105
"2343",0.6,10,0.3,1.8,20040.3760579004
"2344",0.6,10,0.4,1.8,19156.3301962543
"2345",0.6,10,0.5,1.8,18561.3893922175
"2346",0.6,10,0.6,1.8,18178.8328582923
"2347",0.6,10,0.7,1.8,17915.2702378786
"2348",0.6,10,0.8,1.8,17724.4014296443
"2349",0.6,10,0.9,1.8,17581.7948719975
"2350",0.6,10,1,1.8,17472.7862711493
"2351",0.6,10,1.1,1.8,17387.8751720127
"2352",0.6,10,1.2,1.8,17320.639492225
"2353",0.6,10,1.3,1.8,17266.6158680855
"2354",0.6,10,1.4,1.8,17222.6347616007
"2355",0.6,10,1.5,1.8,17186.4034344753
"2356",0.6,10,1.6,1.8,17156.2356228082
"2357",0.6,10,1.7,1.8,17130.8721214493
"2358",0.6,10,1.8,1.8,17109.3593735654
"2359",0.6,10,1.9,1.8,17090.9658867083
"2360",0.6,10,2,1.8,17075.1237737421
"2361",0.6,10,0.1,1.9,21885.3733317114
"2362",0.6,10,0.2,1.9,20973.2839592522
"2363",0.6,10,0.3,1.9,19979.8014787469
"2364",0.6,10,0.4,1.9,19102.5832054763
"2365",0.6,10,0.5,1.9,18536.6555214334
"2366",0.6,10,0.6,1.9,18179.5532641241
"2367",0.6,10,0.7,1.9,17934.4974644356
"2368",0.6,10,0.8,1.9,17757.1560390972
"2369",0.6,10,0.9,1.9,17624.7012403751
"2370",0.6,10,1,1.9,17523.4928770383
"2371",0.6,10,1.1,1.9,17444.6929580192
"2372",0.6,10,1.2,1.9,17382.3243907333
"2373",0.6,10,1.3,1.9,17332.2326380729
"2374",0.6,10,1.4,1.9,17291.4680896731
"2375",0.6,10,1.5,1.9,17257.8979310321
"2376",0.6,10,1.6,1.9,17229.9542575413
"2377",0.6,10,1.7,1.9,17206.4668212674
"2378",0.6,10,1.8,1.9,17186.5498517795
"2379",0.6,10,1.9,1.9,17169.5241604329
"2380",0.6,10,2,1.9,17154.862682293
"2381",0.6,10,0.1,2,21861.4774507997
"2382",0.6,10,0.2,2,20929.1178242751
"2383",0.6,10,0.3,2,19917.2231206847
"2384",0.6,10,0.4,2,19048.6666559413
"2385",0.6,10,0.5,2,18511.8900962324
"2386",0.6,10,0.6,2,18178.4597821858
"2387",0.6,10,0.7,2,17950.046579535
"2388",0.6,10,0.8,2,17784.6936911051
"2389",0.6,10,0.9,2,17661.1755751416
"2390",0.6,10,1,2,17566.8116379752
"2391",0.6,10,1.1,2,17493.3655421191
"2392",0.6,10,1.2,2,17435.2576426544
"2393",0.6,10,1.3,2,17388.6066839334
"2394",0.6,10,1.4,2,17350.6566430946
"2395",0.6,10,1.5,2,17319.4150458293
"2396",0.6,10,1.6,2,17293.4176686806
"2397",0.6,10,1.7,2,17271.5721095205
"2398",0.6,10,1.8,2,17253.0518836828
"2399",0.6,10,1.9,2,17237.2235340099
"2400",0.6,10,2,2,17223.5956839445
"2401",0.6,15,0.1,0.1,21903.9985621455
"2402",0.6,15,0.2,0.1,20803.1922356907
"2403",0.6,15,0.3,0.1,19599.7437437109
"2404",0.6,15,0.4,0.1,18323.2172148579
"2405",0.6,15,0.5,0.1,17110.6507786265
"2406",0.6,15,0.6,0.1,16083.255240211
"2407",0.6,15,0.7,0.1,15267.5609198385
"2408",0.6,15,0.8,0.1,14637.2310906411
"2409",0.6,15,0.9,0.1,14152.7737893797
"2410",0.6,15,1,0.1,13778.3418926115
"2411",0.6,15,1.1,0.1,13485.8519913036
"2412",0.6,15,1.2,0.1,13254.4878722394
"2413",0.6,15,1.3,0.1,13069.1057610532
"2414",0.6,15,1.4,0.1,12918.7093002188
"2415",0.6,15,1.5,0.1,12795.2642699888
"2416",0.6,15,1.6,0.1,12692.8418716644
"2417",0.6,15,1.7,0.1,12607.0160221936
"2418",0.6,15,1.8,0.1,12534.4423997577
"2419",0.6,15,1.9,0.1,12472.5637286938
"2420",0.6,15,2,0.1,12419.4019470943
"2421",0.6,15,0.1,0.2,21944.7730203278
"2422",0.6,15,0.2,0.2,20907.6768992264
"2423",0.6,15,0.3,0.2,19770.6949097049
"2424",0.6,15,0.4,0.2,18561.6519486407
"2425",0.6,15,0.5,0.2,17410.3913969714
"2426",0.6,15,0.6,0.2,16431.7369609159
"2427",0.6,15,0.7,0.2,15651.8087608661
"2428",0.6,15,0.8,0.2,15046.8496092402
"2429",0.6,15,0.9,0.2,14580.2981878928
"2430",0.6,15,1,0.2,14218.6363121505
"2431",0.6,15,1.1,0.2,13935.4156626632
"2432",0.6,15,1.2,0.2,13710.9169133109
"2433",0.6,15,1.3,0.2,13530.724165913
"2434",0.6,15,1.4,0.2,13384.3267917609
"2435",0.6,15,1.5,0.2,13264.019101619
"2436",0.6,15,1.6,0.2,13164.0982911521
"2437",0.6,15,1.7,0.2,13080.296569094
"2438",0.6,15,1.8,0.2,13009.3824986549
"2439",0.6,15,1.9,0.2,12948.8807155383
"2440",0.6,15,2,0.2,12896.8735760655
"2441",0.6,15,0.1,0.3,21978.3747961132
"2442",0.6,15,0.2,0.3,20995.9210630306
"2443",0.6,15,0.3,0.3,19916.6010184869
"2444",0.6,15,0.4,0.3,18767.1216540891
"2445",0.6,15,0.5,0.3,17672.6163400027
"2446",0.6,15,0.6,0.3,16741.9971885995
"2447",0.6,15,0.7,0.3,15999.4920675616
"2448",0.6,15,0.8,0.3,15422.4908873785
"2449",0.6,15,0.9,0.3,14976.5570892265
"2450",0.6,15,1,0.3,14630.1578972802
"2451",0.6,15,1.1,0.3,14358.3750096601
"2452",0.6,15,1.2,0.3,14142.5838899062
"2453",0.6,15,1.3,0.3,13969.1317408826
"2454",0.6,15,1.4,0.3,13828.0378125379
"2455",0.6,15,1.5,0.3,13711.9669607431
"2456",0.6,15,1.6,0.3,13615.4786992376
"2457",0.6,15,1.7,0.3,13534.4936476711
"2458",0.6,15,1.8,0.3,13465.9177618039
"2459",0.6,15,1.9,0.3,13407.3773792109
"2460",0.6,15,2,0.3,13357.0312306971
"2461",0.6,15,0.1,0.4,22005.0970895656
"2462",0.6,15,0.2,0.4,21068.574209718
"2463",0.6,15,0.3,0.4,20038.2336375096
