"","sigma_s","rew_multi","sigma","rho","reward"
"4823",1.5,5,0.3,0.2,20014.3725191892
"4824",1.5,5,0.4,0.2,18980.5206202239
"4825",1.5,5,0.5,0.2,17932.7876847233
"4826",1.5,5,0.6,0.2,16973.7203331131
"4827",1.5,5,0.7,0.2,16161.2279099773
"4828",1.5,5,0.8,0.2,15502.482096622
"4829",1.5,5,0.9,0.2,14978.7401461356
"4830",1.5,5,1,0.2,14564.257746421
"4831",1.5,5,1.1,0.2,14235.0437548672
"4832",1.5,5,1.2,0.2,13971.5030968171
"4833",1.5,5,1.3,0.2,13758.4873813964
"4834",1.5,5,1.4,0.2,13584.5415064659
"4835",1.5,5,1.5,0.2,13441.0556817954
"4836",1.5,5,1.6,0.2,13321.5450303552
"4837",1.5,5,1.7,0.2,13221.0941586815
"4838",1.5,5,1.8,0.2,13135.9457983131
"4839",1.5,5,1.9,0.2,13063.2009700361
"4840",1.5,5,2,0.2,13000.6013102443
"4841",1.5,5,0.1,0.3,21988.4062702068
"4842",1.5,5,0.2,0.3,21076.1431650933
"4843",1.5,5,0.3,0.3,20148.1214182139
"4844",1.5,5,0.4,0.3,19165.3332209001
"4845",1.5,5,0.5,0.3,18169.2462117687
"4846",1.5,5,0.6,0.3,17257.498208057
"4847",1.5,5,0.7,0.3,16484.6405030106
"4848",1.5,5,0.8,0.3,15857.2041897219
"4849",1.5,5,0.9,0.3,15357.4687752381
"4850",1.5,5,1,0.3,14961.2205246171
"4851",1.5,5,1.1,0.3,14645.8966302983
"4852",1.5,5,1.2,0.3,14393.0381904102
"4853",1.5,5,1.3,0.3,14188.3417204126
"4854",1.5,5,1.4,0.3,14020.963651664
"4855",1.5,5,1.5,0.3,13882.7336764337
"4856",1.5,5,1.6,0.3,13767.4837649223
"4857",1.5,5,1.7,0.3,13670.5289089545
"4858",1.5,5,1.8,0.3,13588.2812304086
"4859",1.5,5,1.9,0.3,13517.9678251819
"4860",1.5,5,2,0.3,13457.4253436157
"4861",1.5,5,0.1,0.4,22014.7012093442
"4862",1.5,5,0.2,0.4,21145.0204572963
"4863",1.5,5,0.3,0.4,20259.3028783091
"4864",1.5,5,0.4,0.4,19320.2469463612
"4865",1.5,5,0.5,0.4,18370.3418642541
"4866",1.5,5,0.6,0.4,17503.3538729091
"4867",1.5,5,0.7,0.4,16769.954687226
"4868",1.5,5,0.8,0.4,16175.0139276149
"4869",1.5,5,0.9,0.4,15701.040034118
"4870",1.5,5,1,0.4,15324.8968721861
"4871",1.5,5,1.1,0.4,15025.2356270425
"4872",1.5,5,1.2,0.4,14784.6513204249
"4873",1.5,5,1.3,0.4,14589.6675701825
"4874",1.5,5,1.4,0.4,14430.0627281495
"4875",1.5,5,1.5,0.4,14298.1267232468
"4876",1.5,5,1.6,0.4,14188.0312866436
"4877",1.5,5,1.7,0.4,14095.3433920703
"4878",1.5,5,1.8,0.4,14016.6635885508
"4879",1.5,5,1.9,0.4,13949.3612887446
"4880",1.5,5,2,0.4,13891.3817880099
"4881",1.5,5,0.1,0.5,22034.5714092953
"4882",1.5,5,0.2,0.5,21199.7898159711
"4883",1.5,5,0.3,0.5,20348.9787931588
"4884",1.5,5,0.4,0.5,19446.5592797791
"4885",1.5,5,0.5,0.5,18537.5051329136
"4886",1.5,5,0.6,0.5,17712.5857432876
"4887",1.5,5,0.7,0.5,17018.0505526155
"4888",1.5,5,0.8,0.5,16456.2051775913
"4889",1.5,5,0.9,0.5,16009.123971087
"4890",1.5,5,1,0.5,15654.3743137912
"4891",1.5,5,1.1,0.5,15371.6386625284
"4892",1.5,5,1.2,0.5,15144.488497552
"4893",1.5,5,1.3,0.5,14960.2498802159
"4894",1.5,5,1.4,0.5,14809.3230344069
"4895",1.5,5,1.5,0.5,14684.4684194175
"4896",1.5,5,1.6,0.5,14580.2112482155
"4897",1.5,5,1.7,0.5,14492.3844386178
"4898",1.5,5,1.8,0.5,14417.7898269713
"4899",1.5,5,1.9,0.5,14353.9504433183
"4900",1.5,5,2,0.5,14298.9299198747
"4901",1.5,5,0.1,0.6,22048.4399835637
"4902",1.5,5,0.2,0.6,21241.3898919043
"4903",1.5,5,0.3,0.6,20418.4496962827
"4904",1.5,5,0.4,0.6,19545.9426138028
"4905",1.5,5,0.5,0.6,18672.7249970532
"4906",1.5,5,0.6,0.6,17887.238844426
"4907",1.5,5,0.7,0.6,17230.7008053917
"4908",1.5,5,0.8,0.6,16702.0614814062
"4909",1.5,5,0.9,0.6,16282.4394418012
"4910",1.5,5,1,0.6,15949.8224388652
"4911",1.5,5,1.1,0.6,15684.7822622138
"4912",1.5,5,1.2,0.6,15471.8004807317
"4913",1.5,5,1.3,0.6,15298.9782385089
"4914",1.5,5,1.4,0.6,15157.3298012989
"4915",1.5,5,1.5,0.6,15040.0876513674
"4916",1.5,5,1.6,0.6,14942.1360301428
"4917",1.5,5,1.7,0.6,14859.5807407249
"4918",1.5,5,1.8,0.6,14789.4319502924
"4919",1.5,5,1.9,0.6,14729.3728686116
"4920",1.5,5,2,0.6,14677.5913234119
"4921",1.5,5,0.1,0.7,22056.772661649
"4922",1.5,5,0.2,0.7,21270.8532953672
"4923",1.5,5,0.3,0.7,20469.1903961212
"4924",1.5,5,0.4,0.7,19620.3558720439
"4925",1.5,5,0.5,0.7,18778.4273205933
"4926",1.5,5,0.6,0.7,18029.9419379843
"4927",1.5,5,0.7,0.7,17410.3764652811
"4928",1.5,5,0.8,0.7,16914.6512062739
"4929",1.5,5,0.9,0.7,16522.556454911
"4930",1.5,5,1,0.7,16212.3125794677
"4931",1.5,5,1.1,0.7,15965.282640072
"4932",1.5,5,1.2,0.7,15766.8057593935
"4933",1.5,5,1.3,0.7,15605.7304966472
"4934",1.5,5,1.4,0.7,15473.6714950666
"4935",1.5,5,1.5,0.7,15364.3274480674
"4936",1.5,5,1.6,0.7,15272.9401088886
"4937",1.5,5,1.7,0.7,15195.8888950674
"4938",1.5,5,1.8,0.7,15130.3941153815
"4939",1.5,5,1.9,0.7,15074.3014038683
"4940",1.5,5,2,0.7,15025.9251124949
"4941",1.5,5,0.1,0.8,22060.0611610011
"4942",1.5,5,0.2,0.8,21289.2677207944
"4943",1.5,5,0.3,0.8,20502.7871023269
"4944",1.5,5,0.4,0.8,19671.9561984965
"4945",1.5,5,0.5,0.8,18857.3501003423
"4946",1.5,5,0.6,0.8,18143.7368042509
"4947",1.5,5,0.7,0.8,17560.0405771651
"4948",1.5,5,0.8,0.8,17096.606427106
"4949",1.5,5,0.9,0.8,16731.6768816126
"4950",1.5,5,1,0.8,16443.6097231645
"4951",1.5,5,1.1,0.8,16214.5028333071
"4952",1.5,5,1.2,0.8,16030.5138587269
"4953",1.5,5,1.3,0.8,15881.2116592714
"4954",1.5,5,1.4,0.8,15758.7930384649
"4955",1.5,5,1.5,0.8,15657.4110680802
"4956",1.5,5,1.6,0.8,15572.6575517827
"4957",1.5,5,1.7,0.8,15501.180953653
"4958",1.5,5,1.8,0.8,15440.4090278893
"4959",1.5,5,1.9,0.8,15388.3483271646
"4960",1.5,5,2,0.8,15343.4389681456
"4961",1.5,5,0.1,0.9,22058.8078679761
"4962",1.5,5,0.2,0.9,21297.7401832245
"4963",1.5,5,0.3,0.9,20520.8798151661
"4964",1.5,5,0.4,0.9,19703.0162818312
"4965",1.5,5,0.5,0.9,18912.4235071028
"4966",1.5,5,0.6,0.9,18231.9116399433
"4967",1.5,5,0.7,0.9,17682.9470366374
"4968",1.5,5,0.8,0.9,17250.9067136827
"4969",1.5,5,0.9,0.9,16912.4170749621
"4970",1.5,5,1,0.9,16645.9612713456
"4971",1.5,5,1.1,0.9,16434.350753686
"4972",1.5,5,1.2,0.9,16264.5336206603
"4973",1.5,5,1.3,0.9,16126.7722367496
"4974",1.5,5,1.4,0.9,16013.8235801831
"4975",1.5,5,1.5,0.9,15920.2783419062
"4976",1.5,5,1.6,0.9,15842.0660541102
"4977",1.5,5,1.7,0.9,15776.0953168792
"4978",1.5,5,1.8,0.9,15719.9949235489
"4979",1.5,5,1.9,0.9,15671.9277382662
"4980",1.5,5,2,0.9,15630.4563165677
"4981",1.5,5,0.1,1,22053.5125846883
"4982",1.5,5,0.2,1,21297.3659653387
"4983",1.5,5,0.3,1,20525.1125876842
"4984",1.5,5,0.4,1,19715.8512453715
"4985",1.5,5,0.5,1,18946.6606122323
"4986",1.5,5,0.6,1,18297.8480663993
"4987",1.5,5,0.7,1,17782.4581865437
"4988",1.5,5,0.8,1,17380.6843791319
"4989",1.5,5,0.9,1,17067.610654492
"4990",1.5,5,1,1,16821.901919957
"4991",1.5,5,1.1,1,16627.0880846721
"4992",1.5,5,1.2,1,16470.8868134061
"4993",1.5,5,1.3,1,16344.2266804089
"4994",1.5,5,1.4,1,16240.3995862213
"4995",1.5,5,1.5,1,16154.4131178705
"4996",1.5,5,1.6,1,16082.5183855805
"4997",1.5,5,1.7,1,16021.8718172774
"4998",1.5,5,1.8,1,15970.2939390658
"4999",1.5,5,1.9,1,15926.0968907307
"5000",1.5,5,2,1,15887.9603252111
"5001",1.5,5,0.1,1.1,22044.6617338383
"5002",1.5,5,0.2,1.1,21289.203215923
"5003",1.5,5,0.3,1.1,20517.0930660399
"5004",1.5,5,0.4,1.1,19712.7573525378
"5005",1.5,5,0.5,1.1,18963.0625014686
"5006",1.5,5,0.6,1.1,18344.8884222403
"5007",1.5,5,0.7,1.1,17861.8906240139
"5008",1.5,5,0.8,1.1,17489.0620749502
"5009",1.5,5,0.9,1.1,17200.1432223157
"5010",1.5,5,1,1.1,16974.0872623298
"5011",1.5,5,1.1,1.1,16795.1634896552
"5012",1.5,5,1.2,1.1,16651.8413773475
"5013",1.5,5,1.3,1.1,16535.6869759747
"5014",1.5,5,1.4,1.1,16440.4989991443
"5015",1.5,5,1.5,1.1,16361.6781279616
"5016",1.5,5,1.6,1.1,16295.7780417101
"5017",1.5,5,1.7,1.1,16240.1881895153
"5018",1.5,5,1.8,1.1,16192.9094017895
"5019",1.5,5,1.9,1.1,16152.3942811713
"5020",1.5,5,2,1.1,16117.432758461
"5021",1.5,5,0.1,1.2,22032.7200939835
"5022",1.5,5,0.2,1.2,21274.2535246165
"5023",1.5,5,0.3,1.2,20498.3616338382
"5024",1.5,5,0.4,1.2,19695.9632970613
"5025",1.5,5,0.5,1.2,18964.5394932676
"5026",1.5,5,0.6,1.2,18376.2272769105
"5027",1.5,5,0.7,1.2,17924.3943461053
"5028",1.5,5,0.8,1.2,17579.0279387628
"5029",1.5,5,0.9,1.2,17312.8244130044
"5030",1.5,5,1,1.2,17105.1621715504
"5031",1.5,5,1.1,1.2,16941.077148986
"5032",1.5,5,1.2,1.2,16809.7723896929
"5033",1.5,5,1.3,1.2,16703.4205183779
"5034",1.5,5,1.4,1.2,16616.2965431124
"5035",1.5,5,1.5,1.2,16544.1681988036
"5036",1.5,5,1.6,1.2,16483.8707644736
"5037",1.5,5,1.7,1.2,16433.0102307106
"5038",1.5,5,1.8,1.2,16389.7548942961
"5039",1.5,5,1.9,1.2,16352.6878284213
"5040",1.5,5,2,1.2,16320.7014380583
"5041",1.5,5,0.1,1.3,22018.1248993941
"5042",1.5,5,0.2,1.3,21253.4482902235
"5043",1.5,5,0.3,1.3,20470.3696364868
"5044",1.5,5,0.4,1.3,19667.5937044279
"5045",1.5,5,0.5,1.3,18953.8486151788
"5046",1.5,5,0.6,1.3,18394.8287183042
"5047",1.5,5,0.7,1.3,17972.8664743269
"5048",1.5,5,0.8,1.3,17653.3486041405
"5049",1.5,5,0.9,1.3,17408.2973821014
"5050",1.5,5,1,1.3,17217.6646246425
"5051",1.5,5,1.1,1.3,17067.2782656752
"5052",1.5,5,1.2,1.3,16947.0535104889
"5053",1.5,5,1.3,1.3,16849.7361438708
"5054",1.5,5,1.4,1.3,16770.0450829914
"5055",1.5,5,1.5,1.3,16704.0876417138
"5056",1.5,5,1.6,1.3,16648.9585821726
"5057",1.5,5,1.7,1.3,16602.4630145757
"5058",1.5,5,1.8,1.3,16562.9230795578
"5059",1.5,5,1.9,1.3,16529.041670725
"5060",1.5,5,2,1.3,16499.8053101504
"5061",1.5,5,0.1,1.4,22001.2819926501
"5062",1.5,5,0.2,1.4,21227.6403338099
"5063",1.5,5,0.3,1.4,20434.4655841373
"5064",1.5,5,0.4,1.4,19629.6436999075
"5065",1.5,5,0.5,1.4,18933.5464310287
"5066",1.5,5,0.6,1.4,18403.3690521447
"5067",1.5,5,0.7,1.4,18009.897663733
"5068",1.5,5,0.8,1.4,17714.5167287095
"5069",1.5,5,0.9,1.4,17488.9820844976
"5070",1.5,5,1,1.4,17313.9618563955
"5071",1.5,5,1.1,1.4,17176.0933622454
"5072",1.5,5,1.2,1.4,17065.9777869207
"5073",1.5,5,1.3,1.4,16976.8982313652
"5074",1.5,5,1.4,1.4,16903.98390514
"5075",1.5,5,1.5,1.4,16843.6535460895
"5076",1.5,5,1.6,1.4,16793.2388494674
"5077",1.5,5,1.7,1.4,16750.7263042946
"5078",1.5,5,1.8,1.4,16714.5780128551
"5079",1.5,5,1.9,1.4,16683.6058161258
"5080",1.5,5,2,1.4,16656.8818007017
"5081",1.5,5,0.1,1.5,21982.5636562778
"5082",1.5,5,0.2,1.5,21197.5999876989
"5083",1.5,5,0.3,1.5,20391.8879193356
"5084",1.5,5,0.4,1.5,19583.9629586218
"5085",1.5,5,0.5,1.5,18905.9557300389
"5086",1.5,5,0.6,1.5,18404.203105738
"5087",1.5,5,0.7,1.5,18037.7470782848
"5088",1.5,5,0.8,1.5,17764.7274315781
"5089",1.5,5,0.9,1.5,17557.0465468799
"5090",1.5,5,1,1.5,17396.2135963082
"5091",1.5,5,1.1,1.5,17269.6809606563
"5092",1.5,5,1.2,1.5,17168.7043077682
"5093",1.5,5,1.3,1.5,17087.066226608
"5094",1.5,5,1.4,1.5,17020.2720592886
"5095",1.5,5,1.5,1.5,16965.0238157978
"5096",1.5,5,1.6,1.5,16918.8677445809
"5097",1.5,5,1.7,1.5,16879.9541629388
"5098",1.5,5,1.8,1.5,16846.8714142865
"5099",1.5,5,1.9,1.5,16818.5295368423
"5100",1.5,5,2,1.5,16794.0777167796
"5101",1.5,5,0.1,1.6,21962.3077522635
"5102",1.5,5,0.2,1.6,21164.0148003776
"5103",1.5,5,0.3,1.6,20343.7628490128
"5104",1.5,5,0.4,1.6,19532.2474664055
"5105",1.5,5,0.5,1.6,18873.1443916699
"5106",1.5,5,0.6,1.6,18399.3513049411
"5107",1.5,5,0.7,1.6,18058.3405168407
"5108",1.5,5,0.8,1.6,17805.8770468383
"5109",1.5,5,0.9,1.6,17614.3995711218
"5110",1.5,5,1,1.6,17466.3563738927
"5111",1.5,5,1.1,1.6,17350.0073289192
"5112",1.5,5,1.2,1.6,17257.226090415
"5113",1.5,5,1.3,1.6,17182.2556174307
"5114",1.5,5,1.4,1.6,17120.9433677155
"5115",1.5,5,1.5,1.6,17070.2470648803
"5116",1.5,5,1.6,1.6,17027.9057876821
"5117",1.5,5,1.7,1.6,16992.2167177978
"5118",1.5,5,1.8,1.6,16961.8812023907
"5119",1.5,5,1.9,1.6,16935.8971106082
"5120",1.5,5,2,1.6,16913.4825632495
"5121",1.5,5,0.1,1.7,21940.8178407621
"5122",1.5,5,0.2,1.7,21127.4920052373
"5123",1.5,5,0.3,1.7,20291.1058261311
"5124",1.5,5,0.4,1.7,19476.0372053223
"5125",1.5,5,0.5,1.7,18836.9147956088
"5126",1.5,5,0.6,1.7,18390.5040343787
"5127",1.5,5,0.7,1.7,18073.28581268
"5128",1.5,5,0.8,1.7,17839.5776314708
"5129",1.5,5,0.9,1.7,17662.698545028
"5130",1.5,5,1,1.7,17526.1030748534
"5131",1.5,5,1.1,1.7,17418.8380075958
"5132",1.5,5,1.2,1.7,17333.3543998348
"5133",1.5,5,1.3,1.7,17264.3159881333
"5134",1.5,5,1.4,1.7,17207.879103576
"5135",1.5,5,1.5,1.7,17161.2306998359
"5136",1.5,5,1.6,1.7,17122.2819914419
"5137",1.5,5,1.7,1.7,17089.4609376851
"5138",1.5,5,1.8,1.7,17061.5693655448
"5139",1.5,5,1.9,1.7,17037.6831771661
"5140",1.5,5,2,1.7,17017.0817122301
"5141",1.5,5,0.1,1.8,21918.3640082016
"5142",1.5,5,0.2,1.8,21088.5629734156
"5143",1.5,5,0.3,1.8,20234.8254680061
"5144",1.5,5,0.4,1.8,19416.7180724
"5145",1.5,5,0.5,1.8,18798.8023180785
"5146",1.5,5,0.6,1.8,18379.0394547208
"5147",1.5,5,0.7,1.8,18083.8998406617
"5148",1.5,5,0.8,1.8,17867.1813834548
"5149",1.5,5,0.9,1.8,17703.3668869383
"5150",1.5,5,1,1.8,17576.952693631
"5151",1.5,5,1.1,1.8,17477.7404177941
"5152",1.5,5,1.2,1.8,17398.7150907686
"5153",1.5,5,1.3,1.8,17334.9219819187
"5154",1.5,5,1.4,1.8,17282.7943662113
"5155",1.5,5,1.5,1.8,17239.7233857075
"5156",1.5,5,1.6,1.8,17203.7729871964
"5157",1.5,5,1.7,1.8,17173.4868940975
"5158",1.5,5,1.8,1.8,17147.7557539165
"5159",1.5,5,1.9,1.8,17125.7243915155
"5160",1.5,5,2,1.8,17106.7261945933
"5161",1.5,5,0.1,1.9,21895.184191955
"5162",1.5,5,0.2,1.9,21047.6889764346
"5163",1.5,5,0.3,1.9,20175.728964212
"5164",1.5,5,0.4,1.9,19355.5265094043
"5165",1.5,5,0.5,1.9,18760.0816281108
"5166",1.5,5,0.6,1.9,18366.0509070312
"5167",1.5,5,0.7,1.9,18091.2421489434
"5168",1.5,5,0.8,1.9,17889.8102100696
"5169",1.5,5,0.9,1.9,17737.6167717631
"5170",1.5,5,1,1.9,17620.2062313407
"5171",1.5,5,1.1,1.9,17528.0936941305
"5172",1.5,5,1.2,1.9,17454.7532428743
"5173",1.5,5,1.3,1.9,17395.5735282919
"5174",1.5,5,1.4,1.9,17347.2345751575
"5175",1.5,5,1.5,1.9,17307.3083692858
"5176",1.5,5,1.6,1.9,17273.9936432708
"5177",1.5,5,1.7,1.9,17245.9360603013
"5178",1.5,5,1.8,1.9,17222.1043793093
"5179",1.5,5,1.9,1.9,17201.7039911275
"5180",1.5,5,2,1.9,17184.1157577543
"5181",1.5,5,0.1,2,21871.4858337061
"5182",1.5,5,0.2,2,21005.2677002412
"5183",1.5,5,0.3,2,20114.5283118523
"5184",1.5,5,0.4,2,19293.5555523253
"5185",1.5,5,0.5,2,18721.7795968434
"5186",1.5,5,0.6,2,18352.3802511851
"5187",1.5,5,0.7,2,18096.151181305
"5188",1.5,5,0.8,2,17908.3868772367
"5189",1.5,5,0.9,2,17766.4739320791
"5190",1.5,5,1,2,17656.9857077432
"5191",1.5,5,1.1,2,17571.102771291
"5192",1.5,5,1.2,2,17502.7431213714
"5193",1.5,5,1.3,2,17447.6023482136
"5194",1.5,5,1.4,2,17402.5790681516
"5195",1.5,5,1.5,2,17365.404616666
"5196",1.5,5,1.6,2,17334.3961070176
"5197",1.5,5,1.7,2,17308.2885575294
"5198",1.5,5,1.8,2,17286.1191130941
"5199",1.5,5,1.9,2,17267.146151408
"5200",1.5,5,2,2,17250.7920507845
"5201",1.5,10,0.1,0.1,21915.1626316087
"5202",1.5,10,0.2,0.1,20893.0169649623
"5203",1.5,10,0.3,0.1,19857.2940989194
"5204",1.5,10,0.4,0.1,18764.9681840691
"5205",1.5,10,0.5,0.1,17660.2033345925
"5206",1.5,10,0.6,0.1,16651.609950638
"5207",1.5,10,0.7,0.1,15799.8927420692
"5208",1.5,10,0.8,0.1,15111.7084296927
"5209",1.5,10,0.9,0.1,14566.3827571525
"5210",1.5,10,1,0.1,14136.1287047257
"5211",1.5,10,1.1,0.1,13795.2961409231
"5212",1.5,10,1.2,0.1,13523.0766359037
"5213",1.5,10,1.3,0.1,13303.4717271969
"5214",1.5,10,1.4,0.1,13124.4387964748
"5215",1.5,10,1.5,0.1,12976.9614465798
"5216",1.5,10,1.6,0.1,12854.2708479009
"5217",1.5,10,1.7,0.1,12751.2507587231
"5218",1.5,10,1.8,0.1,12663.9997822523
"5219",1.5,10,1.9,0.1,12589.5139647598
"5220",1.5,10,2,0.1,12525.4573567245
"5221",1.5,10,0.1,0.2,21955.3229258417
"5222",1.5,10,0.2,0.2,20992.3530336615
"5223",1.5,10,0.3,0.2,20014.3725191892
"5224",1.5,10,0.4,0.2,18980.5206202239
"5225",1.5,10,0.5,0.2,17932.7876847233
"5226",1.5,10,0.6,0.2,16973.7203331131
"5227",1.5,10,0.7,0.2,16161.2279099773
"5228",1.5,10,0.8,0.2,15502.482096622
"5229",1.5,10,0.9,0.2,14978.7401461356
"5230",1.5,10,1,0.2,14564.257746421
"5231",1.5,10,1.1,0.2,14235.0437548672
"5232",1.5,10,1.2,0.2,13971.5030968171
"5233",1.5,10,1.3,0.2,13758.4873813964
"5234",1.5,10,1.4,0.2,13584.5415064659
"5235",1.5,10,1.5,0.2,13441.0556817954
"5236",1.5,10,1.6,0.2,13321.5450303552
"5237",1.5,10,1.7,0.2,13221.0941586815
"5238",1.5,10,1.8,0.2,13135.9457983131
"5239",1.5,10,1.9,0.2,13063.2009700361
"5240",1.5,10,2,0.2,13000.6013102443
"5241",1.5,10,0.1,0.3,21988.4062702068
"5242",1.5,10,0.2,0.3,21076.1431650933
"5243",1.5,10,0.3,0.3,20148.1214182139
"5244",1.5,10,0.4,0.3,19165.3332209001
"5245",1.5,10,0.5,0.3,18169.2462117687
"5246",1.5,10,0.6,0.3,17257.498208057
"5247",1.5,10,0.7,0.3,16484.6405030106
"5248",1.5,10,0.8,0.3,15857.2041897219
"5249",1.5,10,0.9,0.3,15357.4687752381
"5250",1.5,10,1,0.3,14961.2205246171
"5251",1.5,10,1.1,0.3,14645.8966302983
"5252",1.5,10,1.2,0.3,14393.0381904102
"5253",1.5,10,1.3,0.3,14188.3417204126
"5254",1.5,10,1.4,0.3,14020.963651664
"5255",1.5,10,1.5,0.3,13882.7336764337
"5256",1.5,10,1.6,0.3,13767.4837649223
"5257",1.5,10,1.7,0.3,13670.5289089545
"5258",1.5,10,1.8,0.3,13588.2812304086
"5259",1.5,10,1.9,0.3,13517.9678251819
"5260",1.5,10,2,0.3,13457.4253436157
"5261",1.5,10,0.1,0.4,22014.7012093442
"5262",1.5,10,0.2,0.4,21145.0204572963
"5263",1.5,10,0.3,0.4,20259.3028783091
"5264",1.5,10,0.4,0.4,19320.2469463612
"5265",1.5,10,0.5,0.4,18370.3418642541
"5266",1.5,10,0.6,0.4,17503.3538729091
"5267",1.5,10,0.7,0.4,16769.954687226
"5268",1.5,10,0.8,0.4,16175.0139276149
"5269",1.5,10,0.9,0.4,15701.040034118
"5270",1.5,10,1,0.4,15324.8968721861
"5271",1.5,10,1.1,0.4,15025.2356270425
"5272",1.5,10,1.2,0.4,14784.6513204249
"5273",1.5,10,1.3,0.4,14589.6675701825
"5274",1.5,10,1.4,0.4,14430.0627281495
"5275",1.5,10,1.5,0.4,14298.1267232468
"5276",1.5,10,1.6,0.4,14188.0312866436
"5277",1.5,10,1.7,0.4,14095.3433920703
"5278",1.5,10,1.8,0.4,14016.6635885508
"5279",1.5,10,1.9,0.4,13949.3612887446
"5280",1.5,10,2,0.4,13891.3817880099
"5281",1.5,10,0.1,0.5,22034.5714092953
"5282",1.5,10,0.2,0.5,21199.7898159711
"5283",1.5,10,0.3,0.5,20348.9787931588
"5284",1.5,10,0.4,0.5,19446.5592797791
"5285",1.5,10,0.5,0.5,18537.5051329136
"5286",1.5,10,0.6,0.5,17712.5857432876
"5287",1.5,10,0.7,0.5,17018.0505526155
"5288",1.5,10,0.8,0.5,16456.2051775913
"5289",1.5,10,0.9,0.5,16009.123971087
"5290",1.5,10,1,0.5,15654.3743137912
"5291",1.5,10,1.1,0.5,15371.6386625284
"5292",1.5,10,1.2,0.5,15144.488497552
"5293",1.5,10,1.3,0.5,14960.2498802159
"5294",1.5,10,1.4,0.5,14809.3230344069
"5295",1.5,10,1.5,0.5,14684.4684194175
"5296",1.5,10,1.6,0.5,14580.2112482155
"5297",1.5,10,1.7,0.5,14492.3844386178
"5298",1.5,10,1.8,0.5,14417.7898269713
"5299",1.5,10,1.9,0.5,14353.9504433183
"5300",1.5,10,2,0.5,14298.9299198747
"5301",1.5,10,0.1,0.6,22048.4399835637
"5302",1.5,10,0.2,0.6,21241.3898919043
"5303",1.5,10,0.3,0.6,20418.4496962827
"5304",1.5,10,0.4,0.6,19545.9426138028
"5305",1.5,10,0.5,0.6,18672.7249970532
"5306",1.5,10,0.6,0.6,17887.238844426
"5307",1.5,10,0.7,0.6,17230.7008053917
"5308",1.5,10,0.8,0.6,16702.0614814062
"5309",1.5,10,0.9,0.6,16282.4394418012
"5310",1.5,10,1,0.6,15949.8224388652
"5311",1.5,10,1.1,0.6,15684.7822622138
"5312",1.5,10,1.2,0.6,15471.8004807317
"5313",1.5,10,1.3,0.6,15298.9782385089
"5314",1.5,10,1.4,0.6,15157.3298012989
"5315",1.5,10,1.5,0.6,15040.0876513674
"5316",1.5,10,1.6,0.6,14942.1360301428
"5317",1.5,10,1.7,0.6,14859.5807407249
"5318",1.5,10,1.8,0.6,14789.4319502924
"5319",1.5,10,1.9,0.6,14729.3728686116
"5320",1.5,10,2,0.6,14677.5913234119
"5321",1.5,10,0.1,0.7,22056.772661649
"5322",1.5,10,0.2,0.7,21270.8532953672
"5323",1.5,10,0.3,0.7,20469.1903961212
"5324",1.5,10,0.4,0.7,19620.3558720439
"5325",1.5,10,0.5,0.7,18778.4273205933
"5326",1.5,10,0.6,0.7,18029.9419379843
"5327",1.5,10,0.7,0.7,17410.3764652811
"5328",1.5,10,0.8,0.7,16914.6512062739
"5329",1.5,10,0.9,0.7,16522.556454911
"5330",1.5,10,1,0.7,16212.3125794677
"5331",1.5,10,1.1,0.7,15965.282640072
"5332",1.5,10,1.2,0.7,15766.8057593935
"5333",1.5,10,1.3,0.7,15605.7304966472
"5334",1.5,10,1.4,0.7,15473.6714950666
"5335",1.5,10,1.5,0.7,15364.3274480674
"5336",1.5,10,1.6,0.7,15272.9401088886
"5337",1.5,10,1.7,0.7,15195.8888950674
"5338",1.5,10,1.8,0.7,15130.3941153815
"5339",1.5,10,1.9,0.7,15074.3014038683
"5340",1.5,10,2,0.7,15025.9251124949
"5341",1.5,10,0.1,0.8,22060.0611610011
"5342",1.5,10,0.2,0.8,21289.2677207944
"5343",1.5,10,0.3,0.8,20502.7871023269
"5344",1.5,10,0.4,0.8,19671.9561984965
"5345",1.5,10,0.5,0.8,18857.3501003423
"5346",1.5,10,0.6,0.8,18143.7368042509
"5347",1.5,10,0.7,0.8,17560.0405771651
"5348",1.5,10,0.8,0.8,17096.606427106
"5349",1.5,10,0.9,0.8,16731.6768816126
"5350",1.5,10,1,0.8,16443.6097231645
"5351",1.5,10,1.1,0.8,16214.5028333071
"5352",1.5,10,1.2,0.8,16030.5138587269
"5353",1.5,10,1.3,0.8,15881.2116592714
"5354",1.5,10,1.4,0.8,15758.7930384649
"5355",1.5,10,1.5,0.8,15657.4110680802
"5356",1.5,10,1.6,0.8,15572.6575517827
"5357",1.5,10,1.7,0.8,15501.180953653
"5358",1.5,10,1.8,0.8,15440.4090278893
"5359",1.5,10,1.9,0.8,15388.3483271646
"5360",1.5,10,2,0.8,15343.4389681456
"5361",1.5,10,0.1,0.9,22058.8078679761
"5362",1.5,10,0.2,0.9,21297.7401832245
"5363",1.5,10,0.3,0.9,20520.8798151661
"5364",1.5,10,0.4,0.9,19703.0162818312
"5365",1.5,10,0.5,0.9,18912.4235071028
"5366",1.5,10,0.6,0.9,18231.9116399433
"5367",1.5,10,0.7,0.9,17682.9470366374
"5368",1.5,10,0.8,0.9,17250.9067136827
